epoch,Train classes accuracy,Train classes precision,Train classes recall,Validation classes accuracy,Validation classes precision,Validation classes recall,Train confidence accuracy,Train confidence precision,Train confidence recall,Validation confidence accuracy,Validation confidence precision,Validation confidence recall,Validation mse loss,Validation bounding box iou,Train mse loss,Train bounding box iou
0,0.08189448441247002,0.1516093229744728,0.15117308543603364,0.07798440311937613,0.1455767077267637,0.14380530973451328,0.28368383380483314,0.44198396261483724,0.44198396261483724,0.2855927878890968,0.44429743318338183,0.44429743318338183,0.06768029693336713,0.20434773975007592,0.06539254765733178,0.17981628929994192
1,0.09558223569180557,0.18661811561219846,0.16383616383616384,0.09154113557358054,0.18265895953757225,0.155053974484789,0.30049261083743845,0.4621212121212121,0.4621212121212121,0.29836284664216506,0.4595985589294905,0.4595985589294905,0.06119850126405557,0.22727624823472328,0.05878632372043219,0.20805068529513945
2,0.10159316555068114,0.2034211742949607,0.1687116564417178,0.09248554913294797,0.1907032181168057,0.1522359657469077,0.3005391732676563,0.46217627188043814,0.46217627188043814,0.2988313856427379,0.4601542416452442,0.4601542416452442,0.05876255885121368,0.2322820649932449,0.05638310474803649,0.2216455162648695
3,0.11063202087824804,0.23556414592896835,0.17259691980881572,0.0963302752293578,0.21158690176322417,0.15026833631484796,0.3018404092751312,0.4637133816474431,0.4637133816474431,0.3003498250874563,0.4619523443504996,0.4619523443504996,0.0573312245202916,0.23632429358327672,0.054656610476324356,0.22357255202460002
4,0.11244752070804494,0.23361621876473362,0.17817331895001798,0.09833237492811961,0.21215880893300249,0.15489130434782608,0.3003994673768309,0.46201105877534304,0.46201105877534304,0.2978936810431294,0.45904173106646057,0.45904173106646057,0.059224268825990814,0.23857208236619565,0.05645969227315432,0.22388651536171694
5,0.1143948758287448,0.24589371980676328,0.1762160290808378,0.10192525481313704,0.22727272727272727,0.1559792027729636,0.3024429102496017,0.46442405708460754,0.46442405708460754,0.3009320905459387,0.4626407369498465,0.4626407369498465,0.057454287565889814,0.23740943048592833,0.054712636508496414,0.22606337519295244
6,0.11606240880008979,0.25127582017010935,0.1774193548387097,0.10221465076660988,0.22784810126582278,0.15638575152041703,0.30405987151466984,0.46632808532249875,0.46632808532249875,0.30081571499916765,0.46250319938571793,0.46250319938571793,0.055907127874947726,0.2365003907001422,0.05293689497623099,0.2221542437033481
7,0.11674501902843071,0.2530939092453288,0.17810792349726776,0.10502540937323546,0.23544303797468355,0.15938303341902313,0.3039907269415466,0.4662467618225225,0.4662467618225225,0.30104842735896153,0.46277820414428245,0.46277820414428245,0.05601200971220221,0.22500500686200603,0.0528097086731928,0.21250826228095823
8,0.11601471079906386,0.2506018295618681,0.17764505119453924,0.10220214568040654,0.22710163111668757,0.15670995670995672,0.30502645502645503,0.4674640178390432,0.4674640178390432,0.30220966938029575,0.46414901760653227,0.46414901760653227,0.05483721063605377,0.22507711976165107,0.051568003393799425,0.21171215643365698
9,0.11745078411745079,0.252813023701221,0.1798977853492334,0.1038374717832957,0.22914072229140722,0.1595836947094536,0.3042441898960471,0.46654482688597826,0.46654482688597826,0.30174563591022446,0.46360153256704983,0.46360153256704983,0.05503672163401331,0.24224509044927323,0.05174341016864202,0.2261767809290484
